ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
27322,Assam,Guwahati,Locality_301,Villa,3,3313,40.69,0.01,2004,Unfurnished,14,18,21,3,4,Low,Yes,Yes,"Garden, Pool, Clubhouse, Gym, Playground",West,Builder,Ready_to_Move
234458,Uttar Pradesh,Lucknow,Locality_146,Apartment,3,2256,426.43,0.19,2011,Semi-furnished,29,16,14,10,9,High,Yes,Yes,Garden,East,Broker,Under_Construction
192362,Gujarat,Surat,Locality_63,Villa,1,3921,192.33,0.05,2000,Unfurnished,25,14,25,7,7,High,No,Yes,Playground,South,Owner,Under_Construction
158699,Rajasthan,Jodhpur,Locality_171,Independent House,3,2689,321.86,0.12,1991,Furnished,0,13,34,2,5,Medium,No,No,Clubhouse,East,Builder,Ready_to_Move
185240,Andhra Pradesh,Vijayawada,Locality_321,Independent House,1,3390,25.24,0.01,1997,Semi-furnished,22,12,28,3,5,Medium,No,No,Garden,East,Broker,Under_Construction
168876,Delhi,Dwarka,Locality_175,Villa,4,1154,391.91,0.34,2004,Furnished,15,23,21,7,5,Medium,No,No,"Pool, Garden, Gym, Playground",North,Owner,Ready_to_Move
202994,Bihar,Patna,Locality_266,Villa,5,2985,153.45,0.05,1992,Semi-furnished,12,27,33,7,10,Medium,Yes,Yes,Pool,North,Broker,Ready_to_Move
87011,Tamil Nadu,Coimbatore,Locality_148,Independent House,5,2015,279.49,0.14,2018,Unfurnished,29,1,7,9,7,High,Yes,Yes,"Playground, Gym, Clubhouse, Garden, Pool",North,Owner,Ready_to_Move
176331,Bihar,Gaya,Locality_110,Independent House,5,699,132.0,0.19,2013,Furnished,24,7,12,10,5,High,No,No,"Clubhouse, Playground, Garden",East,Broker,Under_Construction
9092,Chhattisgarh,Raipur,Locality_356,Villa,5,3170,188.01,0.06,2005,Unfurnished,6,27,20,4,9,High,Yes,Yes,"Gym, Playground",East,Builder,Ready_to_Move
189620,Punjab,Ludhiana,Locality_418,Independent House,3,768,337.46,0.44,1996,Unfurnished,0,22,29,6,5,High,Yes,No,"Gym, Garden, Playground",North,Builder,Ready_to_Move
90438,Gujarat,Ahmedabad,Locality_383,Villa,4,3881,168.33,0.04,2017,Furnished,1,18,8,10,3,Medium,No,Yes,"Playground, Clubhouse",West,Builder,Under_Construction
58456,Delhi,Dwarka,Locality_329,Apartment,3,2867,189.68,0.07,1994,Unfurnished,6,3,31,10,7,High,No,Yes,"Pool, Clubhouse",South,Builder,Ready_to_Move
230490,Telangana,Hyderabad,Locality_41,Independent House,4,1538,24.22,0.02,2016,Unfurnished,23,14,9,6,5,Medium,No,Yes,"Playground, Pool",East,Broker,Under_Construction
115521,Uttarakhand,Dehradun,Locality_220,Villa,2,1448,325.69,0.22,1992,Unfurnished,24,21,33,5,5,Medium,Yes,Yes,"Garden, Playground, Gym, Pool, Clubhouse",South,Owner,Ready_to_Move
221870,Punjab,Amritsar,Locality_293,Apartment,4,1702,360.51,0.21,1992,Semi-furnished,10,1,33,1,2,Low,No,No,"Clubhouse, Playground",South,Owner,Ready_to_Move
12201,Tamil Nadu,Chennai,Locality_8,Apartment,1,3626,74.29,0.02,2003,Semi-furnished,16,19,22,3,1,Low,Yes,Yes,"Pool, Clubhouse, Garden",South,Owner,Ready_to_Move
23850,Telangana,Hyderabad,Locality_443,Apartment,1,4716,58.34,0.01,2009,Semi-furnished,0,22,16,3,5,Medium,Yes,No,"Pool, Playground, Gym",South,Broker,Under_Construction
105975,Jharkhand,Jamshedpur,Locality_428,Apartment,5,3850,348.93,0.09,1992,Furnished,28,16,33,8,5,Low,No,No,"Clubhouse, Gym, Garden, Playground",North,Owner,Under_Construction
185056,Chhattisgarh,Bilaspur,Locality_172,Apartment,2,946,498.89,0.53,1991,Furnished,2,5,34,6,9,High,No,Yes,"Garden, Gym, Clubhouse, Pool, Playground",East,Owner,Ready_to_Move
16659,Tamil Nadu,Coimbatore,Locality_420,Villa,2,2495,381.02,0.15,1992,Furnished,20,28,33,2,7,Medium,No,Yes,Pool,North,Broker,Ready_to_Move
20943,Maharashtra,Nagpur,Locality_281,Villa,5,2052,493.83,0.24,2010,Unfurnished,11,20,15,10,2,Medium,Yes,Yes,"Garden, Gym, Clubhouse",West,Broker,Ready_to_Move
222982,Rajasthan,Jaipur,Locality_138,Apartment,3,3522,189.56,0.05,1997,Furnished,3,25,28,7,2,High,No,No,"Clubhouse, Garden, Playground",South,Builder,Under_Construction
171662,Maharashtra,Nagpur,Locality_271,Apartment,1,4733,245.15,0.05,2005,Semi-furnished,22,17,20,10,10,Medium,No,Yes,"Clubhouse, Playground, Pool, Gym, Garden",South,Owner,Under_Construction
77956,Andhra Pradesh,Vishakhapatnam,Locality_23,Independent House,1,2443,351.0,0.14,2015,Furnished,10,23,10,5,7,Medium,Yes,No,"Clubhouse, Garden, Gym",South,Builder,Under_Construction
23658,Andhra Pradesh,Vijayawada,Locality_74,Villa,1,2530,402.49,0.16,2016,Unfurnished,10,2,9,3,7,High,No,Yes,"Gym, Playground",West,Broker,Ready_to_Move
152701,Punjab,Ludhiana,Locality_36,Independent House,4,1914,392.26,0.2,1997,Unfurnished,0,29,28,7,8,Low,Yes,Yes,"Garden, Pool, Playground",West,Builder,Ready_to_Move
51536,Jharkhand,Jamshedpur,Locality_456,Villa,1,4756,146.24,0.03,2018,Unfurnished,19,5,7,6,8,Low,No,No,"Clubhouse, Playground, Garden, Gym",North,Builder,Under_Construction
144793,Uttarakhand,Dehradun,Locality_368,Apartment,1,1956,262.81,0.13,2020,Semi-furnished,18,9,5,6,7,Medium,Yes,No,Garden,North,Broker,Under_Construction
27543,Delhi,Dwarka,Locality_5,Apartment,3,1596,298.45,0.19,1996,Semi-furnished,23,1,29,3,1,Medium,Yes,Yes,"Playground, Pool",East,Builder,Under_Construction
228952,Kerala,Kochi,Locality_47,Villa,3,2919,489.28,0.17,1998,Semi-furnished,13,7,27,6,4,Low,No,No,Playground,East,Builder,Under_Construction
55851,Haryana,Gurgaon,Locality_362,Villa,3,1333,195.28,0.15,2022,Unfurnished,29,17,3,6,1,Medium,No,Yes,"Clubhouse, Gym, Playground, Pool, Garden",North,Owner,Under_Construction
32060,Assam,Guwahati,Locality_249,Villa,1,3000,398.78,0.13,2005,Unfurnished,8,30,20,7,9,Medium,No,No,"Gym, Playground, Pool, Garden",West,Broker,Ready_to_Move
189766,Madhya Pradesh,Bhopal,Locality_399,Apartment,4,2497,88.19,0.04,1996,Furnished,0,16,29,10,7,High,Yes,Yes,"Garden, Clubhouse, Gym",North,Builder,Ready_to_Move
49279,Kerala,Trivandrum,Locality_349,Apartment,2,3298,125.04,0.04,2017,Unfurnished,20,17,8,4,4,Low,No,Yes,"Clubhouse, Gym, Garden, Pool, Playground",West,Builder,Ready_to_Move
206607,Gujarat,Surat,Locality_199,Apartment,3,2309,313.52,0.14,2023,Furnished,6,28,2,6,5,High,Yes,Yes,"Pool, Gym, Playground",East,Owner,Ready_to_Move
86640,Madhya Pradesh,Indore,Locality_160,Independent House,5,1988,181.08,0.09,2010,Unfurnished,18,26,15,10,7,Medium,No,No,Playground,North,Owner,Ready_to_Move
73314,Kerala,Kochi,Locality_101,Independent House,5,1946,299.06,0.15,2004,Furnished,4,4,21,8,8,High,Yes,Yes,"Clubhouse, Playground",North,Owner,Ready_to_Move
85672,Haryana,Gurgaon,Locality_492,Villa,3,1836,132.7,0.07,2010,Semi-furnished,8,29,15,2,8,Medium,Yes,No,"Garden, Gym, Playground, Pool, Clubhouse",East,Owner,Under_Construction
116841,Jharkhand,Ranchi,Locality_74,Villa,3,4179,391.06,0.09,1995,Furnished,20,22,30,5,2,Medium,Yes,Yes,"Playground, Clubhouse",East,Owner,Ready_to_Move
174360,Telangana,Warangal,Locality_163,Apartment,2,2374,409.03,0.17,1992,Furnished,14,11,33,3,3,Medium,No,Yes,"Pool, Garden, Clubhouse, Playground, Gym",East,Builder,Ready_to_Move
192470,Telangana,Hyderabad,Locality_301,Independent House,1,1488,145.59,0.1,1998,Unfurnished,15,26,27,3,4,Low,Yes,Yes,"Pool, Gym, Playground",North,Broker,Ready_to_Move
35524,Delhi,Dwarka,Locality_33,Independent House,1,1948,379.51,0.19,2009,Furnished,30,12,16,3,3,High,Yes,Yes,"Playground, Pool, Gym",North,Builder,Under_Construction
101252,Bihar,Patna,Locality_352,Apartment,2,3124,499.36,0.16,2017,Semi-furnished,2,5,8,8,3,Medium,Yes,No,"Playground, Garden, Gym, Pool",South,Owner,Under_Construction
82757,Tamil Nadu,Chennai,Locality_197,Apartment,1,3739,313.25,0.08,2011,Furnished,19,30,14,6,6,Low,No,No,"Garden, Clubhouse, Playground, Gym",South,Broker,Ready_to_Move
116613,Madhya Pradesh,Bhopal,Locality_438,Villa,5,4044,24.99,0.01,1994,Semi-furnished,28,24,31,7,5,High,No,No,Gym,East,Broker,Under_Construction
137046,Jharkhand,Jamshedpur,Locality_476,Apartment,5,3000,184.92,0.06,1997,Semi-furnished,4,24,28,8,5,Low,No,No,Pool,South,Builder,Under_Construction
194860,Maharashtra,Nagpur,Locality_205,Villa,1,2640,269.03,0.1,2016,Semi-furnished,21,2,9,8,8,High,Yes,No,"Clubhouse, Gym, Pool, Playground, Garden",East,Owner,Under_Construction
163555,Karnataka,Mangalore,Locality_398,Independent House,3,1541,297.18,0.19,1994,Furnished,21,19,31,10,7,High,No,Yes,Gym,West,Builder,Under_Construction
241531,Bihar,Patna,Locality_77,Independent House,1,4292,93.65,0.02,2012,Semi-furnished,16,23,13,6,5,Medium,Yes,No,"Garden, Playground",East,Builder,Under_Construction
83898,Bihar,Gaya,Locality_395,Independent House,4,4088,83.13,0.02,1994,Unfurnished,14,10,31,4,9,Low,Yes,No,"Clubhouse, Gym, Pool, Garden, Playground",West,Builder,Under_Construction
209343,Rajasthan,Jaipur,Locality_213,Apartment,5,1956,479.95,0.25,2018,Furnished,15,26,7,6,9,Low,Yes,Yes,"Garden, Clubhouse, Pool",North,Owner,Ready_to_Move
10113,Rajasthan,Jaipur,Locality_454,Villa,5,2617,198.94,0.08,2020,Furnished,6,30,5,9,5,Low,No,Yes,"Pool, Garden, Playground, Clubhouse, Gym",West,Builder,Ready_to_Move
124779,Kerala,Kochi,Locality_113,Independent House,2,4440,92.1,0.02,2006,Unfurnished,27,30,19,10,4,High,Yes,No,"Pool, Clubhouse, Playground",East,Owner,Under_Construction
122919,Tamil Nadu,Coimbatore,Locality_195,Villa,2,4126,155.92,0.04,2017,Unfurnished,1,11,8,5,3,High,Yes,No,Clubhouse,East,Builder,Under_Construction
191874,Maharashtra,Pune,Locality_360,Independent House,1,1830,353.83,0.19,1993,Furnished,13,25,32,1,9,Low,Yes,No,"Garden, Clubhouse, Pool",East,Builder,Under_Construction
134685,Karnataka,Mysore,Locality_141,Villa,4,3878,433.39,0.11,2006,Furnished,13,9,19,8,7,High,No,Yes,"Clubhouse, Gym, Garden, Pool, Playground",East,Broker,Under_Construction
215371,Chhattisgarh,Raipur,Locality_477,Villa,5,4709,308.01,0.07,2012,Unfurnished,13,2,13,9,10,High,Yes,No,"Gym, Pool, Garden",South,Broker,Under_Construction
193414,Bihar,Gaya,Locality_429,Villa,1,3541,178.73,0.05,2004,Unfurnished,3,18,21,2,1,Medium,No,Yes,"Pool, Gym",North,Broker,Ready_to_Move
16359,Uttar Pradesh,Noida,Locality_225,Independent House,2,1924,291.07,0.15,2021,Semi-furnished,15,25,4,9,2,Low,Yes,No,"Playground, Clubhouse",South,Builder,Under_Construction
171061,Punjab,Ludhiana,Locality_289,Apartment,1,981,442.42,0.45,2004,Semi-furnished,9,12,21,3,3,Low,Yes,No,"Playground, Clubhouse, Pool, Garden, Gym",North,Owner,Under_Construction
19743,Haryana,Gurgaon,Locality_229,Independent House,3,2448,50.8,0.02,2008,Furnished,12,18,17,7,2,Low,No,No,"Clubhouse, Garden, Playground",North,Builder,Under_Construction
85225,Uttar Pradesh,Lucknow,Locality_228,Villa,4,4068,358.91,0.09,2016,Furnished,9,21,9,10,9,Low,Yes,No,"Gym, Playground, Pool, Clubhouse, Garden",North,Builder,Under_Construction
87174,Andhra Pradesh,Vijayawada,Locality_405,Independent House,1,4460,180.61,0.04,2019,Furnished,28,22,6,3,7,High,Yes,Yes,"Clubhouse, Garden, Gym",East,Broker,Under_Construction
104930,Odisha,Cuttack,Locality_470,Villa,1,3092,23.24,0.01,2017,Unfurnished,0,6,8,2,4,High,No,No,"Pool, Gym, Clubhouse",South,Broker,Under_Construction
137944,Kerala,Kochi,Locality_171,Villa,1,2732,212.29,0.08,2005,Semi-furnished,6,27,20,10,10,High,Yes,Yes,"Pool, Gym, Playground, Clubhouse, Garden",North,Builder,Ready_to_Move
151856,Haryana,Faridabad,Locality_220,Villa,5,4849,434.18,0.09,2020,Unfurnished,25,27,5,10,10,Medium,No,Yes,Playground,East,Broker,Ready_to_Move
123716,Uttarakhand,Dehradun,Locality_134,Apartment,4,4255,478.73,0.11,1994,Unfurnished,16,20,31,2,7,Low,Yes,No,"Playground, Garden, Clubhouse",East,Builder,Ready_to_Move
164725,Chhattisgarh,Raipur,Locality_309,Independent House,4,3105,281.94,0.09,1999,Furnished,13,17,26,3,8,High,Yes,Yes,"Garden, Clubhouse",South,Owner,Under_Construction
61496,Uttar Pradesh,Noida,Locality_142,Independent House,4,4576,452.12,0.1,2004,Semi-furnished,16,17,21,6,4,High,No,No,"Garden, Playground, Clubhouse, Gym",East,Builder,Under_Construction
94678,West Bengal,Durgapur,Locality_199,Apartment,2,1589,467.35,0.29,2015,Unfurnished,20,2,10,4,4,Medium,No,No,"Garden, Playground, Clubhouse, Pool",East,Broker,Ready_to_Move
19083,Delhi,Dwarka,Locality_377,Villa,5,1283,357.75,0.28,2005,Semi-furnished,23,22,20,2,3,Low,Yes,Yes,"Pool, Playground",North,Broker,Ready_to_Move
152887,Jharkhand,Jamshedpur,Locality_489,Apartment,2,1101,96.09,0.09,2015,Unfurnished,17,27,10,4,2,Medium,Yes,Yes,"Playground, Gym, Garden, Pool",North,Builder,Ready_to_Move
178085,Karnataka,Mysore,Locality_358,Independent House,2,4533,251.3,0.06,1994,Furnished,8,14,31,7,10,Low,No,Yes,"Garden, Pool, Clubhouse",South,Owner,Under_Construction
198583,Assam,Guwahati,Locality_333,Independent House,4,4621,151.63,0.03,2007,Semi-furnished,13,14,18,7,10,Low,Yes,Yes,"Gym, Playground, Garden, Pool",South,Builder,Under_Construction
108390,Rajasthan,Jodhpur,Locality_402,Villa,2,3340,10.64,0.0,2012,Furnished,26,25,13,10,2,Medium,Yes,Yes,Pool,East,Builder,Under_Construction
44096,Rajasthan,Jaipur,Locality_279,Independent House,3,2246,341.33,0.15,2001,Semi-furnished,11,18,24,1,3,Medium,No,No,"Gym, Pool, Garden, Playground",West,Broker,Ready_to_Move
86080,Haryana,Faridabad,Locality_369,Independent House,4,2525,458.65,0.18,2007,Semi-furnished,20,24,18,7,2,High,No,Yes,"Clubhouse, Gym, Playground, Pool",East,Builder,Ready_to_Move
35765,Gujarat,Ahmedabad,Locality_188,Apartment,3,2188,168.29,0.08,2005,Unfurnished,12,27,20,3,9,Medium,Yes,No,"Playground, Clubhouse, Gym, Garden",South,Owner,Ready_to_Move
70779,Gujarat,Surat,Locality_107,Independent House,1,2329,484.45,0.21,2006,Semi-furnished,0,8,19,4,4,Low,Yes,No,"Pool, Garden, Gym",North,Owner,Ready_to_Move
74243,Bihar,Gaya,Locality_3,Independent House,5,989,31.8,0.03,2013,Unfurnished,19,30,12,9,9,High,No,Yes,Garden,North,Owner,Under_Construction
227799,Bihar,Gaya,Locality_464,Apartment,3,1920,456.73,0.24,1992,Furnished,12,19,33,5,8,Low,Yes,No,Playground,East,Builder,Under_Construction
172229,Gujarat,Ahmedabad,Locality_257,Independent House,5,1507,115.11,0.08,2001,Furnished,28,20,24,10,6,Medium,Yes,Yes,"Pool, Garden, Playground",West,Owner,Ready_to_Move
187569,Madhya Pradesh,Indore,Locality_459,Villa,2,4692,195.76,0.04,1993,Unfurnished,14,5,32,9,6,High,Yes,Yes,Garden,East,Builder,Ready_to_Move
162697,Karnataka,Mysore,Locality_10,Villa,5,1310,457.27,0.35,1992,Unfurnished,21,15,33,7,10,Low,No,Yes,"Clubhouse, Pool, Gym, Playground",East,Owner,Ready_to_Move
26172,Delhi,New Delhi,Locality_105,Villa,4,4287,162.77,0.04,2021,Semi-furnished,5,19,4,9,1,Medium,No,No,Clubhouse,South,Broker,Under_Construction
5302,Kerala,Trivandrum,Locality_354,Villa,4,4835,494.91,0.1,2001,Unfurnished,13,20,24,5,5,High,Yes,Yes,"Clubhouse, Playground",North,Broker,Ready_to_Move
208704,Maharashtra,Nagpur,Locality_103,Independent House,4,3121,255.31,0.08,1994,Furnished,2,6,31,3,6,Medium,No,Yes,"Garden, Pool, Clubhouse",East,Broker,Ready_to_Move
86569,Maharashtra,Mumbai,Locality_207,Villa,2,1112,223.17,0.2,1998,Semi-furnished,8,10,27,9,3,High,No,Yes,Pool,West,Owner,Under_Construction
167793,Madhya Pradesh,Indore,Locality_320,Apartment,1,1918,46.52,0.02,2008,Semi-furnished,23,13,17,3,7,Low,Yes,No,"Clubhouse, Gym, Garden",East,Broker,Ready_to_Move
188002,Assam,Silchar,Locality_119,Independent House,1,922,65.12,0.07,2020,Unfurnished,12,26,5,2,8,Medium,No,No,"Playground, Clubhouse, Gym, Garden",North,Broker,Under_Construction
240654,Delhi,New Delhi,Locality_285,Independent House,3,2503,186.04,0.07,2013,Semi-furnished,21,22,12,3,5,High,No,Yes,Pool,South,Owner,Ready_to_Move
228489,Haryana,Gurgaon,Locality_94,Villa,4,2317,230.38,0.1,2014,Semi-furnished,5,23,11,1,8,Low,No,Yes,"Playground, Gym",South,Broker,Ready_to_Move
244742,Odisha,Bhubaneswar,Locality_48,Independent House,4,1754,466.2,0.27,1993,Unfurnished,26,30,32,10,8,Low,No,Yes,"Pool, Playground",South,Owner,Ready_to_Move
27968,Andhra Pradesh,Vishakhapatnam,Locality_343,Apartment,1,1461,358.14,0.25,2001,Semi-furnished,9,21,24,1,8,High,Yes,Yes,Clubhouse,North,Broker,Under_Construction
153665,Chhattisgarh,Bilaspur,Locality_41,Villa,3,2303,97.64,0.04,2018,Semi-furnished,21,21,7,1,8,High,Yes,No,"Playground, Garden",East,Builder,Ready_to_Move
75009,Bihar,Patna,Locality_475,Villa,3,2995,479.38,0.16,2019,Furnished,24,15,6,9,4,High,Yes,Yes,"Clubhouse, Gym",North,Owner,Under_Construction
222122,Andhra Pradesh,Vijayawada,Locality_35,Villa,1,4973,388.16,0.08,1994,Furnished,17,17,31,7,9,Medium,No,No,"Clubhouse, Playground, Gym, Garden, Pool",East,Broker,Under_Construction
208669,Odisha,Bhubaneswar,Locality_416,Apartment,1,2787,298.03,0.11,1991,Unfurnished,21,22,34,5,6,Medium,No,No,"Gym, Pool, Playground",West,Builder,Under_Construction
35304,Kerala,Kochi,Locality_74,Apartment,2,699,491.25,0.7,2009,Unfurnished,20,26,16,3,5,High,Yes,Yes,Pool,North,Broker,Under_Construction
162545,Delhi,New Delhi,Locality_324,Apartment,2,681,45.79,0.07,2006,Unfurnished,28,7,19,1,5,Low,No,Yes,"Garden, Pool, Playground, Clubhouse",West,Owner,Ready_to_Move
213956,Uttar Pradesh,Lucknow,Locality_10,Villa,1,1005,293.8,0.29,2011,Semi-furnished,13,12,14,3,9,Low,No,Yes,Garden,North,Broker,Under_Construction
96204,Kerala,Kochi,Locality_85,Villa,1,853,258.35,0.3,2016,Semi-furnished,7,13,9,5,3,Medium,Yes,No,"Pool, Garden, Gym",South,Owner,Ready_to_Move
69561,Assam,Guwahati,Locality_227,Apartment,1,1598,282.62,0.18,2012,Unfurnished,8,14,13,8,6,Medium,Yes,Yes,"Playground, Clubhouse, Gym, Garden",West,Broker,Ready_to_Move
39917,Gujarat,Surat,Locality_243,Villa,3,1769,370.76,0.21,2015,Unfurnished,12,6,10,6,9,Low,Yes,No,Clubhouse,East,Builder,Ready_to_Move
203114,Madhya Pradesh,Bhopal,Locality_376,Apartment,2,1508,218.95,0.15,2006,Unfurnished,10,16,19,10,5,High,Yes,Yes,Gym,East,Owner,Under_Construction
66858,Maharashtra,Nagpur,Locality_74,Villa,5,3925,48.45,0.01,1991,Furnished,28,24,34,9,1,Low,Yes,No,"Garden, Pool",West,Broker,Under_Construction
64381,Jharkhand,Jamshedpur,Locality_485,Villa,2,4022,173.79,0.04,2022,Unfurnished,0,28,3,8,2,Medium,No,No,"Garden, Gym, Playground, Pool",South,Owner,Under_Construction
10835,Delhi,Dwarka,Locality_378,Apartment,2,977,144.93,0.15,2013,Furnished,2,20,12,8,4,Medium,Yes,No,"Playground, Pool, Gym, Garden",South,Builder,Ready_to_Move
232341,Rajasthan,Jodhpur,Locality_246,Villa,3,561,227.51,0.41,2016,Unfurnished,6,14,9,10,9,Medium,Yes,Yes,Playground,East,Owner,Ready_to_Move
95625,Bihar,Gaya,Locality_384,Independent House,3,2606,365.3,0.14,2003,Furnished,7,24,22,3,5,Medium,Yes,Yes,"Gym, Pool, Garden",West,Builder,Under_Construction
27841,Madhya Pradesh,Indore,Locality_69,Apartment,2,4492,244.5,0.05,1990,Unfurnished,11,10,35,1,7,Low,No,Yes,"Playground, Garden",South,Owner,Ready_to_Move
24875,Bihar,Patna,Locality_179,Apartment,2,3271,249.29,0.08,2014,Semi-furnished,24,13,11,4,10,Medium,No,No,Pool,South,Builder,Under_Construction
4787,Jharkhand,Jamshedpur,Locality_144,Apartment,5,2412,401.47,0.17,2011,Semi-furnished,5,8,14,10,4,Medium,No,No,"Clubhouse, Gym, Playground, Pool",North,Builder,Under_Construction
193224,Uttarakhand,Dehradun,Locality_384,Apartment,3,1116,71.06,0.06,1995,Furnished,15,2,30,3,6,High,Yes,No,"Playground, Garden, Clubhouse, Gym, Pool",West,Builder,Under_Construction
7385,Madhya Pradesh,Indore,Locality_4,Villa,3,4545,272.84,0.06,2015,Semi-furnished,6,17,10,1,5,High,Yes,No,"Garden, Pool",South,Broker,Ready_to_Move
146884,Telangana,Warangal,Locality_345,Independent House,4,4203,141.17,0.03,2019,Furnished,25,8,6,10,1,Low,No,No,"Playground, Clubhouse, Gym, Pool",West,Owner,Ready_to_Move
41802,Kerala,Kochi,Locality_100,Apartment,5,4497,240.71,0.05,1999,Semi-furnished,17,4,26,1,6,Medium,Yes,Yes,"Pool, Garden, Clubhouse, Gym",South,Owner,Under_Construction
195798,Madhya Pradesh,Indore,Locality_146,Apartment,1,1122,110.98,0.1,1990,Furnished,21,26,35,9,7,High,No,No,Playground,West,Broker,Ready_to_Move
65903,Gujarat,Ahmedabad,Locality_491,Apartment,4,4244,70.01,0.02,2019,Unfurnished,7,28,6,6,9,Low,Yes,No,"Clubhouse, Garden, Playground, Pool",North,Builder,Ready_to_Move
53999,West Bengal,Kolkata,Locality_327,Villa,5,745,88.57,0.12,1999,Furnished,16,14,26,8,3,Medium,Yes,Yes,"Pool, Clubhouse, Garden, Playground",West,Broker,Under_Construction
217610,Karnataka,Bangalore,Locality_485,Villa,5,1804,163.18,0.09,2018,Unfurnished,22,23,7,5,8,High,Yes,Yes,"Clubhouse, Pool, Gym, Garden, Playground",West,Broker,Ready_to_Move
154520,Uttarakhand,Dehradun,Locality_13,Apartment,2,2758,335.42,0.12,2006,Semi-furnished,19,28,19,3,4,High,Yes,No,"Clubhouse, Playground, Garden, Pool, Gym",South,Broker,Under_Construction
93498,Madhya Pradesh,Bhopal,Locality_395,Independent House,1,4720,394.49,0.08,2004,Furnished,9,11,21,5,8,Medium,Yes,Yes,"Pool, Garden",West,Owner,Ready_to_Move
31613,Uttarakhand,Haridwar,Locality_402,Villa,5,3378,220.06,0.07,2005,Unfurnished,18,14,20,3,2,High,No,No,"Playground, Garden, Clubhouse, Pool",South,Builder,Ready_to_Move
239121,Jharkhand,Ranchi,Locality_496,Independent House,3,1399,95.02,0.07,1999,Semi-furnished,29,29,26,2,2,Low,No,Yes,"Garden, Gym, Clubhouse, Pool, Playground",West,Broker,Ready_to_Move
217222,Odisha,Bhubaneswar,Locality_498,Independent House,4,3811,35.79,0.01,2002,Unfurnished,15,19,23,6,9,Low,Yes,No,"Pool, Gym, Clubhouse, Playground, Garden",West,Owner,Under_Construction
158826,Delhi,New Delhi,Locality_416,Apartment,2,3152,379.87,0.12,2016,Furnished,3,6,9,6,2,Low,No,Yes,"Playground, Clubhouse",East,Builder,Ready_to_Move
7003,Gujarat,Surat,Locality_375,Independent House,5,4856,275.61,0.06,1995,Semi-furnished,27,5,30,10,3,Medium,Yes,Yes,"Gym, Garden, Pool, Clubhouse",North,Owner,Under_Construction
200222,Punjab,Ludhiana,Locality_466,Villa,4,2454,378.66,0.15,2017,Semi-furnished,23,24,8,1,8,Low,No,No,"Pool, Playground, Gym",West,Broker,Ready_to_Move
